date,close,open
"Oct 20, 2016",3084.46,3084.91
"Oct 19, 2016",3084.72,3085.75
"Oct 18, 2016",3083.88,3037.4
"Oct 17, 2016",3041.17,3064.69
"Oct 14, 2016",3063.81,3056.99
"Oct 13, 2016",3061.35,3057.97
"Oct 12, 2016",3058.5,3057.32
"Oct 11, 2016",3065.25,3051.62
"Oct 10, 2016",3048.14,3020.46
"Sep 30, 2016",3004.7,2994.25
"Sep 29, 2016",2998.48,2992.17
"Sep 28, 2016",2987.86,3000.7
"Sep 27, 2016",2998.17,2974.59
"Sep 26, 2016",2980.43,3028.24
"Sep 23, 2016",3033.9,3044.79
"Sep 22, 2016",3042.31,3038.42
"Sep 21, 2016",3025.87,3021.58
"Sep 20, 2016",3023.0,3027.17
"Sep 19, 2016",3026.05,3005.32
"Sep 14, 2016",3002.85,3008.9
"Sep 13, 2016",3023.51,3025.03
"Sep 12, 2016",3021.98,3037.51
"Sep 9, 2016",3078.85,3095.43
"Sep 8, 2016",3095.95,3089.95
"Sep 7, 2016",3091.93,3091.33
"Sep 6, 2016",3090.71,3071.06
"Sep 5, 2016",3072.1,3070.71
"Sep 2, 2016",3067.35,3057.49
"Sep 1, 2016",3063.31,3083.96
"Aug 31, 2016",3085.49,3072.92
"Aug 30, 2016",3074.68,3071.44
"Aug 29, 2016",3070.03,3068.46
"Aug 26, 2016",3070.31,3069.85
"Aug 25, 2016",3068.33,3073.44
"Aug 24, 2016",3085.88,3092.02
"Aug 23, 2016",3089.71,3081.57
"Aug 22, 2016",3084.81,3107.38
"Aug 19, 2016",3108.1,3100.39
"Aug 18, 2016",3104.11,3107.75
"Aug 17, 2016",3109.55,3106.99
"Aug 16, 2016",3110.04,3130.53
"Aug 15, 2016",3125.2,3056.48
"Aug 12, 2016",3050.67,3000.27
"Aug 11, 2016",3002.64,3013.68
"Aug 10, 2016",3018.75,3023.47
"Aug 9, 2016",3025.68,3001.31
"Aug 8, 2016",3004.28,2972.62
"Aug 5, 2016",2976.7,2978.78
"Aug 4, 2016",2982.43,2976.41
"Aug 3, 2016",2978.46,2963.21
"Aug 2, 2016",2971.28,2950.08
"Aug 1, 2016",2953.39,2971.95
"Jul 29, 2016",2979.34,2992.54
"Jul 28, 2016",2994.32,2980.5
"Jul 27, 2016",2992.0,3050.37
"Jul 26, 2016",3050.17,3014.04
"Jul 25, 2016",3015.83,3008.09
"Jul 22, 2016",3012.82,3038.12
"Jul 21, 2016",3039.01,3027.6
"Jul 20, 2016",3027.9,3034.71
"Jul 19, 2016",3036.6,3040.23
"Jul 18, 2016",3043.56,3047.64
"Jul 15, 2016",3054.3,3056.68
"Jul 14, 2016",3054.02,3054.97
"Jul 13, 2016",3060.69,3049.51
"Jul 12, 2016",3049.38,2992.52
"Jul 11, 2016",2994.92,2993.75
"Jul 8, 2016",2988.09,3000.33
"Jul 7, 2016",3016.85,3009.35
"Jul 6, 2016",3017.29,2998.52
"Jul 5, 2016",3006.39,2991.75
"Jul 4, 2016",2988.6,2924.29
"Jul 1, 2016",2932.48,2931.8
"Jun 30, 2016",2929.61,2931.48
"Jun 29, 2016",2931.59,2918.53
"Jun 28, 2016",2912.56,2885.01
"Jun 27, 2016",2895.7,2840.56
"Jun 24, 2016",2854.29,2883.76
"Jun 23, 2016",2891.96,2902.4
"Jun 22, 2016",2905.55,2872.73
"Jun 21, 2016",2878.56,2898.38
"Jun 20, 2016",2888.81,2887.64
"Jun 17, 2016",2885.1,2873.01
"Jun 16, 2016",2872.82,2878.4
"Jun 15, 2016",2887.21,2814.69
"Jun 14, 2016",2842.19,2824.23
"Jun 13, 2016",2833.07,2897.27
"Jun 8, 2016",2927.16,2932.38
"Jun 7, 2016",2936.04,2936.28
"Jun 6, 2016",2934.1,2940.99
"Jun 3, 2016",2938.68,2929.79
"Jun 2, 2016",2925.23,2911.22
"Jun 1, 2016",2913.51,2917.15
"May 31, 2016",2916.62,2822.59
"May 30, 2016",2822.45,2814.65
"May 27, 2016",2821.05,2817.97
"May 26, 2016",2822.44,2813.54
"May 25, 2016",2815.09,2835.03
"May 24, 2016",2821.67,2839.68
"May 23, 2016",2843.64,2826.31
"May 20, 2016",2825.48,2792.89
"May 19, 2016",2806.91,2802.31
"May 18, 2016",2807.51,2828.18
"May 17, 2016",2843.68,2850.93
"May 16, 2016",2850.86,2816.78
"May 13, 2016",2827.11,2828.46
"May 12, 2016",2835.86,2812.11
"May 11, 2016",2837.04,2843.54
"May 10, 2016",2832.59,2822.33
"May 9, 2016",2832.11,2896.16
"May 6, 2016",2913.25,2998.4
"May 5, 2016",2997.84,2987.02
"May 4, 2016",2991.27,2983.03
"May 3, 2016",2992.64,2940.39
"Apr 29, 2016",2938.32,2935.38
"Apr 28, 2016",2945.59,2955.74
"Apr 27, 2016",2953.67,2967.19
"Apr 26, 2016",2964.7,2944.72
"Apr 25, 2016",2946.67,2949.97
"Apr 22, 2016",2959.24,2933.03
"Apr 21, 2016",2952.89,2954.37
"Apr 20, 2016",2972.58,3050.38
"Apr 19, 2016",3042.82,3047.13
"Apr 18, 2016",3033.66,3058.46
"Apr 15, 2016",3078.12,3085.03
"Apr 14, 2016",3082.36,3080.09
"Apr 13, 2016",3066.64,3041.36
"Apr 12, 2016",3023.65,3031.3
"Apr 11, 2016",3033.96,3006.91
"Apr 8, 2016",2984.96,2988.2
"Apr 7, 2016",3008.42,3058.34
"Apr 6, 2016",3050.59,3039.74
"Apr 5, 2016",3053.07,3000.94
"Apr 1, 2016",3009.53,2997.09
"Mar 31, 2016",3003.92,3009.37
"Mar 30, 2016",3000.64,2941.22
"Mar 29, 2016",2919.83,2956.71
"Mar 28, 2016",2957.82,2988.01
"Mar 25, 2016",2979.43,2956.2
"Mar 24, 2016",2960.97,2986.8
"Mar 23, 2016",3009.96,2991.17
"Mar 22, 2016",2999.36,3001.63
"Mar 21, 2016",3018.8,2978.46
"Mar 18, 2016",2955.15,2915.52
"Mar 17, 2016",2904.83,2875.41
"Mar 16, 2016",2870.43,2858.71
"Mar 15, 2016",2864.37,2853.98
"Mar 14, 2016",2859.5,2830.08
"Mar 11, 2016",2810.31,2781.6
"Mar 10, 2016",2804.73,2847.57
"Mar 9, 2016",2862.56,2839.41
"Mar 8, 2016",2901.39,2895.67
"Mar 7, 2016",2897.34,2886.64
"Mar 4, 2016",2874.15,2848.54
"Mar 3, 2016",2859.76,2847.33
"Mar 2, 2016",2849.68,2733.77
"Mar 1, 2016",2733.17,2688.38
"Feb 29, 2016",2687.98,2754.81
"Feb 26, 2016",2767.21,2760.06
"Feb 25, 2016",2741.25,2922.24
"Feb 24, 2016",2928.9,2889.88
"Feb 23, 2016",2903.33,2925.71
"Feb 22, 2016",2927.18,2888.6
"Feb 19, 2016",2860.02,2854.9
"Feb 18, 2016",2862.89,2881.78
"Feb 17, 2016",2867.34,2829.76
"Feb 16, 2016",2836.57,2758.58
"Feb 15, 2016",2746.2,2684.96
"Feb 5, 2016",2763.49,2783.08
"Feb 4, 2016",2781.02,2751.43
"Feb 3, 2016",2739.25,2719.57
"Feb 2, 2016",2749.57,2687.98
"Feb 1, 2016",2688.85,2730.98
"Jan 29, 2016",2737.6,2652.85
"Jan 28, 2016",2655.66,2711.16
"Jan 27, 2016",2735.56,2756.08
"Jan 26, 2016",2749.79,2907.72
"Jan 25, 2016",2938.51,2934.08
"Jan 22, 2016",2916.56,2911.11
"Jan 21, 2016",2880.48,2934.39
"Jan 20, 2016",2976.69,2993.01
"Jan 19, 2016",3007.74,2914.41
"Jan 18, 2016",2913.84,2847.54
"Jan 15, 2016",2900.97,2988.05
"Jan 14, 2016",3007.65,2874.05
"Jan 13, 2016",2949.6,3041.11
"Jan 12, 2016",3022.86,3026.16
"Jan 11, 2016",3016.7,3131.85
"Jan 8, 2016",3186.41,3194.63
"Jan 7, 2016",3125.0,3309.66
"Jan 6, 2016",3361.84,3291.19
"Jan 5, 2016",3287.71,3196.65
"Jan 4, 2016",3296.26,3536.59
"Dec 31, 2015",3539.18,3570.47
"Dec 30, 2015",3572.88,3566.73
"Dec 29, 2015",3563.74,3528.4
"Dec 28, 2015",3533.78,3635.77
"Dec 25, 2015",3627.91,3614.05
"Dec 24, 2015",3612.49,3631.31
"Dec 23, 2015",3636.09,3653.28
"Dec 22, 2015",3651.77,3645.99
"Dec 21, 2015",3642.47,3568.58
"Dec 18, 2015",3578.96,3574.94
"Dec 17, 2015",3580.0,3533.63
"Dec 16, 2015",3516.19,3522.09
"Dec 15, 2015",3510.35,3518.13
"Dec 14, 2015",3520.67,3403.51
"Dec 11, 2015",3434.58,3441.6
"Dec 10, 2015",3455.5,3469.81
"Dec 9, 2015",3472.44,3462.58
"Dec 8, 2015",3470.07,3518.65
"Dec 7, 2015",3536.93,3529.81
"Dec 4, 2015",3524.99,3558.15
"Dec 3, 2015",3584.82,3525.73
"Dec 2, 2015",3536.91,3450.28
"Dec 1, 2015",3456.31,3442.44
"Nov 30, 2015",3445.4,3433.86
"Nov 27, 2015",3436.3,3616.54
"Nov 26, 2015",3635.55,3659.57
"Nov 25, 2015",3647.93,3614.07
"Nov 24, 2015",3616.11,3602.89
"Nov 23, 2015",3610.31,3630.87
"Nov 20, 2015",3630.5,3620.79
"Nov 19, 2015",3617.06,3573.78
"Nov 18, 2015",3568.47,3605.06
