date,close,open
"Mar 24, 2016",17515.73,17485.33
"Mar 23, 2016",17502.59,17588.81
"Mar 22, 2016",17582.57,17602.71
"Mar 21, 2016",17623.87,17589.7
"Mar 18, 2016",17602.3,17481.49
"Mar 17, 2016",17481.49,17321.38
"Mar 16, 2016",17325.76,17249.34
"Mar 15, 2016",17251.53,17217.15
"Mar 14, 2016",17229.13,17207.49
"Mar 11, 2016",17213.31,17014.99
"Mar 10, 2016",16995.13,17006.05
"Mar 9, 2016",17000.36,16969.17
"Mar 8, 2016",16964.1,17050.67
"Mar 7, 2016",17073.95,16991.29
"Mar 4, 2016",17006.77,16945.0
"Mar 3, 2016",16943.9,16896.17
"Mar 2, 2016",16899.32,16851.17
"Mar 1, 2016",16865.08,16545.67
"Feb 29, 2016",16516.5,16634.15
"Feb 26, 2016",16639.97,16712.7
"Feb 25, 2016",16697.29,16504.38
"Feb 24, 2016",16484.99,16418.84
"Feb 23, 2016",16431.78,16610.39
"Feb 22, 2016",16620.66,16417.13
"Feb 19, 2016",16391.99,16410.96
"Feb 18, 2016",16413.43,16483.76
"Feb 17, 2016",16453.83,16217.98
"Feb 16, 2016",16196.41,16012.39
"Feb 12, 2016",15973.84,15691.62
"Feb 11, 2016",15660.18,15897.82
"Feb 10, 2016",15914.74,16035.61
"Feb 9, 2016",16014.38,16005.41
"Feb 8, 2016",16027.05,16147.51
"Feb 5, 2016",16204.83,16417.95
"Feb 4, 2016",16416.58,16329.67
"Feb 3, 2016",16336.66,16186.2
"Feb 2, 2016",16153.54,16420.21
"Feb 1, 2016",16449.18,16453.63
"Jan 29, 2016",16466.3,16090.26
"Jan 28, 2016",16069.64,15960.28
"Jan 27, 2016",15944.46,16168.74
"Jan 26, 2016",16167.23,15893.16
"Jan 25, 2016",15885.22,16086.46
"Jan 22, 2016",16093.51,15921.1
"Jan 21, 2016",15882.68,15768.87
"Jan 20, 2016",15766.74,15989.45
"Jan 19, 2016",16016.02,16009.45
"Jan 15, 2016",15988.08,16354.33
"Jan 14, 2016",16379.05,16159.01
"Jan 13, 2016",16151.41,16526.63
"Jan 12, 2016",16516.22,16419.11
"Jan 11, 2016",16398.57,16358.71
"Jan 8, 2016",16346.45,16519.17
"Jan 7, 2016",16514.1,16888.36
"Jan 6, 2016",16906.51,17154.83
"Jan 5, 2016",17158.66,17147.5
"Jan 4, 2016",17148.94,17405.48
"Dec 31, 2015",17425.03,17590.66
"Dec 30, 2015",17603.87,17711.94
"Dec 29, 2015",17720.98,17547.37
"Dec 28, 2015",17528.27,17535.66
"Dec 24, 2015",17552.17,17593.26
"Dec 23, 2015",17602.61,17427.63
"Dec 22, 2015",17417.27,17253.55
"Dec 21, 2015",17251.62,17154.94
"Dec 18, 2015",17128.55,17495.04
"Dec 17, 2015",17495.84,17756.54
"Dec 16, 2015",17749.09,17530.85
"Dec 15, 2015",17524.91,17374.78
"Dec 14, 2015",17368.5,17277.11
"Dec 11, 2015",17265.21,17574.75
"Dec 10, 2015",17574.75,17493.17
"Dec 9, 2015",17492.3,17558.18
"Dec 8, 2015",17568.0,17703.99
"Dec 7, 2015",17730.51,17845.49
"Dec 4, 2015",17847.63,17482.68
"Dec 3, 2015",17477.67,17741.57
"Dec 2, 2015",17729.68,17883.14
"Dec 1, 2015",17888.35,17719.72
"Nov 30, 2015",17719.92,17802.84
"Nov 27, 2015",17798.49,17806.04
"Nov 25, 2015",17813.39,17820.81
"Nov 24, 2015",17812.19,17770.9
"Nov 23, 2015",17792.68,17823.61
"Nov 20, 2015",17823.81,17732.75
"Nov 19, 2015",17732.75,17739.83
"Nov 18, 2015",17737.16,17485.49
"Nov 17, 2015",17489.5,17486.99
"Nov 16, 2015",17483.01,17229.94
"Nov 13, 2015",17245.24,17439.25
"Nov 12, 2015",17448.07,17691.93
"Nov 11, 2015",17702.22,17769.5
"Nov 10, 2015",17758.21,17724.13
"Nov 9, 2015",17730.48,17900.78
"Nov 6, 2015",17910.33,17855.22
"Nov 5, 2015",17863.43,17871.25
"Nov 4, 2015",17867.58,17929.58
"Nov 3, 2015",17918.15,17819.74
"Nov 2, 2015",17828.76,17672.62
"Oct 30, 2015",17663.54,17756.6
"Oct 29, 2015",17755.8,17771.5
"Oct 28, 2015",17779.52,17586.69
"Oct 27, 2015",17581.43,17608.89
"Oct 26, 2015",17623.05,17649.57
"Oct 23, 2015",17646.7,17525.11
"Oct 22, 2015",17489.16,17180.88
"Oct 21, 2015",17168.61,17225.93
"Oct 20, 2015",17217.11,17228.47
"Oct 19, 2015",17230.54,17209.43
"Oct 16, 2015",17215.97,17141.75
"Oct 15, 2015",17141.75,16944.86
"Oct 14, 2015",16924.75,17079.08
"Oct 13, 2015",17081.89,17113.55
"Oct 12, 2015",17131.86,17082.29
"Oct 9, 2015",17084.49,17054.69
"Oct 8, 2015",17050.75,16904.17
"Oct 7, 2015",16912.29,16805.42
"Oct 6, 2015",16790.19,16774.02
"Oct 5, 2015",16776.43,16502.1
"Oct 2, 2015",16472.37,16258.25
"Oct 1, 2015",16272.01,16278.62
"Sep 30, 2015",16284.7,16057.08
"Sep 29, 2015",16049.13,16001.76
"Sep 28, 2015",16001.89,16313.26
"Sep 25, 2015",16314.67,16205.07
"Sep 24, 2015",16201.32,16257.11
"Sep 23, 2015",16279.89,16332.81
"Sep 22, 2015",16330.47,16477.45
"Sep 21, 2015",16510.19,16406.1
"Sep 18, 2015",16384.79,16674.74
"Sep 17, 2015",16674.74,16738.08
"Sep 16, 2015",16739.95,16599.51
"Sep 15, 2015",16599.85,16382.58
"Sep 14, 2015",16370.96,16450.86
"Sep 11, 2015",16433.09,16330.4
"Sep 10, 2015",16330.4,16252.57
"Sep 9, 2015",16253.57,16505.04
"Sep 8, 2015",16492.68,16109.93
"Sep 4, 2015",16102.38,16371.76
"Sep 3, 2015",16374.76,16364.34
"Sep 2, 2015",16351.38,16058.35
"Sep 1, 2015",16058.35,16528.03
"Aug 31, 2015",16528.03,16632.02
"Aug 28, 2015",16643.01,16649.42
"Aug 27, 2015",16654.77,16285.51
"Aug 26, 2015",16285.51,15676.26
"Aug 25, 2015",15666.44,15882.27
"Aug 24, 2015",15871.28,16459.75
"Aug 21, 2015",16459.75,16990.69
"Aug 20, 2015",16990.69,17345.32
"Aug 19, 2015",17348.73,17508.74
"Aug 18, 2015",17511.34,17537.3
"Aug 17, 2015",17545.18,17472.66
"Aug 14, 2015",17477.4,17410.12
"Aug 13, 2015",17408.25,17401.64
"Aug 12, 2015",17402.51,17382.93
"Aug 11, 2015",17402.84,17593.59
"Aug 10, 2015",17615.17,17375.18
"Aug 7, 2015",17373.38,17414.94
"Aug 6, 2015",17419.75,17542.61
"Aug 5, 2015",17540.47,17555.24
"Aug 4, 2015",17550.69,17596.93
"Aug 3, 2015",17598.2,17696.74
"Jul 31, 2015",17689.86,17755.87
"Jul 30, 2015",17745.98,17743.24
"Jul 29, 2015",17751.39,17631.4
"Jul 28, 2015",17630.27,17449.81
"Jul 27, 2015",17440.59,17561.78
"Jul 24, 2015",17568.53,17731.05
"Jul 23, 2015",17731.92,17853.78
"Jul 22, 2015",17851.04,17918.35
"Jul 21, 2015",17919.29,18096.67
"Jul 20, 2015",18100.41,18085.91
"Jul 17, 2015",18086.45,18117.58
"Jul 16, 2015",18120.25,18078.16
"Jul 15, 2015",18050.17,18053.38
"Jul 14, 2015",18053.58,17974.61
"Jul 13, 2015",17977.68,17787.27
"Jul 10, 2015",17760.41,17561.12
"Jul 9, 2015",17548.62,17530.38
"Jul 8, 2015",17515.42,17759.01
"Jul 7, 2015",17776.91,17684.92
"Jul 6, 2015",17683.58,17728.08
"Jul 2, 2015",17730.11,17763.32
"Jul 1, 2015",17757.91,17638.12
"Jun 30, 2015",17619.51,17599.96
"Jun 29, 2015",17596.35,17936.74
"Jun 26, 2015",17946.68,17892.03
"Jun 25, 2015",17890.36,17977.11
"Jun 24, 2015",17966.07,18139.1
"Jun 23, 2015",18144.07,18121.78
"Jun 22, 2015",18119.78,18027.63
"Jun 19, 2015",18015.95,18116.24
"Jun 18, 2015",18115.84,17944.61
"Jun 17, 2015",17935.74,17909.58
"Jun 16, 2015",17904.48,17787.43
"Jun 15, 2015",17791.17,17890.76
"Jun 12, 2015",17898.84,18035.83
"Jun 11, 2015",18039.37,18001.27
"Jun 10, 2015",18000.4,17765.38
"Jun 9, 2015",17764.04,17766.95
"Jun 8, 2015",17766.55,17849.46
"Jun 5, 2015",17849.46,17905.38
"Jun 4, 2015",17905.58,18072.47
"Jun 3, 2015",18076.27,18018.42
"Jun 2, 2015",18011.94,18033.33
"Jun 1, 2015",18040.37,18017.82
"May 29, 2015",18010.68,18128.12
"May 28, 2015",18126.12,18154.14
"May 27, 2015",18162.99,18045.08
"May 26, 2015",18041.54,18229.75
"May 22, 2015",18232.02,18286.87
"May 21, 2015",18285.74,18285.87
"May 20, 2015",18285.4,18315.06
"May 19, 2015",18312.39,18300.48
"May 18, 2015",18298.88,18267.25
"May 15, 2015",18272.56,18251.97
"May 14, 2015",18252.24,18062.49
"May 13, 2015",18060.49,18070.37
"May 12, 2015",18068.23,18096.16
"May 11, 2015",18105.17,18187.78
"May 8, 2015",18191.11,17933.64
"May 7, 2015",17924.06,17840.25
"May 6, 2015",17841.98,17934.81
"May 5, 2015",17928.2,18062.53
"May 4, 2015",18070.4,18026.02
"May 1, 2015",18024.06,17859.27
"Apr 30, 2015",17840.52,18033.33
"Apr 29, 2015",18035.53,18093.69
"Apr 28, 2015",18110.14,18035.9
"Apr 27, 2015",18037.97,18097.89
"Apr 24, 2015",18080.14,18056.42
"Apr 23, 2015",18058.69,18031.9
"Apr 22, 2015",18038.27,17950.82
"Apr 21, 2015",17949.59,18034.23
"Apr 20, 2015",18034.93,17841.18
"Apr 17, 2015",17826.3,18102.56
"Apr 16, 2015",18105.77,18106.27
"Apr 15, 2015",18112.61,18045.71
"Apr 14, 2015",18036.7,17979.11
"Apr 13, 2015",17977.04,18052.32
"Apr 10, 2015",18057.65,17956.73
"Apr 9, 2015",17958.73,17897.7
"Apr 8, 2015",17902.51,17877.62
"Apr 7, 2015",17875.42,17884.32
"Apr 6, 2015",17880.85,17755.5
"Apr 2, 2015",17763.24,17699.52
"Apr 1, 2015",17698.18,17778.52
"Mar 31, 2015",17776.12,17965.37
"Mar 30, 2015",17976.31,17727.48
"Mar 27, 2015",17712.66,17673.63
"Mar 26, 2015",17678.23,17716.27
"Mar 25, 2015",17718.54,18012.61
"Mar 24, 2015",18011.14,18110.87
"Mar 23, 2015",18116.04,18136.73
