date,close,open
"Oct 20, 2016",10784.33,10763.46
"Oct 19, 2016",10757.92,10811.27
"Oct 18, 2016",10797.02,10637.69
"Oct 17, 2016",10651.5,10770.34
"Oct 14, 2016",10759.68,10774.37
"Oct 13, 2016",10787.49,10784.74
"Oct 12, 2016",10788.59,10751.43
"Oct 11, 2016",10782.31,10743.41
"Oct 10, 2016",10741.69,10612.21
"Sep 30, 2016",10567.58,10504.29
"Sep 29, 2016",10512.25,10477.04
"Sep 28, 2016",10467.16,10490.05
"Sep 27, 2016",10476.97,10375.35
"Sep 26, 2016",10392.7,10588.35
"Sep 23, 2016",10609.7,10670.59
"Sep 22, 2016",10662.21,10644.71
"Sep 21, 2016",10583.4,10543.39
"Sep 20, 2016",10544.53,10563.04
"Sep 19, 2016",10557.25,10476.63
"Sep 14, 2016",10454.24,10466.83
"Sep 13, 2016",10514.58,10519.02
"Sep 12, 2016",10461.58,10578.78
"Sep 9, 2016",10762.79,10855.29
"Sep 8, 2016",10851.19,10830.05
"Sep 7, 2016",10838.72,10860.12
"Sep 6, 2016",10861.5,10714.54
"Sep 5, 2016",10695.45,10682.71
"Sep 2, 2016",10640.42,10666.1
"Sep 1, 2016",10669.51,10759.76
"Aug 31, 2016",10757.88,10730.55
"Aug 30, 2016",10729.12,10732.77
"Aug 29, 2016",10724.4,10690.95
"Aug 26, 2016",10693.75,10703.32
"Aug 25, 2016",10679.15,10694.34
"Aug 24, 2016",10760.44,10751.35
"Aug 23, 2016",10750.29,10720.5
"Aug 22, 2016",10731.4,10869.06
"Aug 19, 2016",10872.71,10865.38
"Aug 18, 2016",10879.2,10873.65
"Aug 17, 2016",10890.69,10879.99
"Aug 16, 2016",10882.95,10845.62
"Aug 15, 2016",10822.11,10556.4
"Aug 12, 2016",10528.1,10373.05
"Aug 11, 2016",10390.96,10496.44
"Aug 10, 2016",10511.16,10558.49
"Aug 9, 2016",10564.78,10466.04
"Aug 8, 2016",10468.88,10315.0
"Aug 5, 2016",10342.28,10368.8
"Aug 4, 2016",10366.5,10272.72
"Aug 3, 2016",10281.25,10229.47
"Aug 2, 2016",10250.55,10173.34
"Aug 1, 2016",10185.48,10289.89
"Jul 29, 2016",10329.44,10384.4
"Jul 28, 2016",10396.3,10386.83
"Jul 27, 2016",10405.85,10858.7
"Jul 26, 2016",10852.21,10714.75
"Jul 25, 2016",10718.36,10684.55
"Jul 22, 2016",10709.07,10782.24
"Jul 21, 2016",10787.21,10758.34
"Jul 20, 2016",10759.86,10775.56
"Jul 19, 2016",10778.25,10753.87
"Jul 18, 2016",10762.0,10793.18
"Jul 15, 2016",10823.21,10854.5
"Jul 14, 2016",10854.14,10834.9
"Jul 13, 2016",10853.56,10794.5
"Jul 12, 2016",10757.85,10583.17
"Jul 11, 2016",10594.82,10633.63
"Jul 8, 2016",10611.8,10613.71
"Jul 7, 2016",10620.58,10612.23
"Jul 6, 2016",10641.65,10567.67
"Jul 5, 2016",10602.77,10598.42
"Jul 4, 2016",10609.86,10369.69
